,name,stars,review,price,note,open_time,restautant_type,address,ward,district,city
154,Mở bia,None,None,None,'Dine-in';  'Takeout';  'Delivery',,None,None,Phường Chính Gián,Quận Thanh Khê,Thành phố Đà Nẵng
155,Cafe 1983,None,None,None,'Dine-in',,None,None,Phường Chính Gián,Quận Thanh Khê,Thành phố Đà Nẵng
156,Nhà hàng Sophia,4.0,(117),None,'Dine-in';  'Takeout';  'Delivery','Open';  ' ⋅ Closes 11\u202fPM',Vietnamese,527 Nguyễn Tất Thành,Phường Chính Gián,Quận Thanh Khê,Thành phố Đà Nẵng
157,Bảo Trân Quán,4.5,(2),None,'Dine-in';  'Takeout',,None,None,Phường Chính Gián,Quận Thanh Khê,Thành phố Đà Nẵng
158,SuBo quán,None,None,None,'Dine-in';  'Takeout',,None,None,Phường Chính Gián,Quận Thanh Khê,Thành phố Đà Nẵng
159,Nhà Hàng Đầm Sen,None,None,None,'Dine-in';  'Takeout',,None,None,Phường Chính Gián,Quận Thanh Khê,Thành phố Đà Nẵng
160,A-Z.Kitchen,None,None,None,'Dine-in';  'Takeout',,None,None,Phường Hòa Khê,Quận Thanh Khê,Thành phố Đà Nẵng
161,Đặng Gia Restaurant,5.0,(1),None,'Dine-in';  'Takeout';  'No-contact delivery','Open';  ' ⋅ Closes 11\u202fPM',Restaurant,555 Nguyễn Tất Thành,Phường Hòa Khê,Quận Thanh Khê,Thành phố Đà Nẵng
162,Quán Ăn Su Bo,4.0,(2),None,'Dine-in';  'Takeout';  'Delivery',,None,None,Phường Hòa Khê,Quận Thanh Khê,Thành phố Đà Nẵng
163,Mr. RÂU,4.8,(18),None,'Dine-in';  'Takeout';  'Delivery','Open';  ' ⋅ Closes 12\u202fAM',Beer Garden,535 Nguyễn Tất Thành,Phường Hòa Khê,Quận Thanh Khê,Thành phố Đà Nẵng
164,Nha Hang Phu Mi Thanh,3.6,(7),None,'Dine-in';  'Takeout',,None,None,Phường Hòa Khê,Quận Thanh Khê,Thành phố Đà Nẵng
165,Mệ Xí Restaurant,None,None,None,'Dine-in',,None,None,Phường Hòa Khê,Quận Thanh Khê,Thành phố Đà Nẵng
166,Cafe Bobo,5.0,(2),None,'Dine-in',,None,None,Phường Hòa Khê,Quận Thanh Khê,Thành phố Đà Nẵng
167,Nhậu,None,None,None,'Dine-in';  'Takeout';  'Delivery',,None,None,Phường Hòa Khê,Quận Thanh Khê,Thành phố Đà Nẵng
168,Ba Loi Restaurant,5.0,(1),None,'Dine-in';  'Takeout';  'Delivery','Open now',Restaurant,"79, Dinh Tien Hoang Street, Tam Thuan Ward, Thanh Khe District",Phường Hòa Khê,Quận Thanh Khê,Thành phố Đà Nẵng
169,Quán Ánh Tuyết,None,None,None,'Dine-in';  'Takeout',,None,None,Phường Hòa Khê,Quận Thanh Khê,Thành phố Đà Nẵng
170,Quán Nhậu A. Cường,None,None,None,'Dine-in';  'Takeout',,None,None,Phường Hòa Khê,Quận Thanh Khê,Thành phố Đà Nẵng
171,Sirô Quân,None,None,None,'Dine-in';  'Takeout','Open now',Restaurant,"36F4+M72, K222 Trần Cao Vân",Phường Hòa Khê,Quận Thanh Khê,Thành phố Đà Nẵng
172,Phu My Thanh Restaurant - Nhà hàng Phú Mỹ Thành,4.0,(247),None,'Dine-in','Open';  ' ⋅ Closes 9\u202fPM',Vietnamese,417 Nguyễn Tất Thành,Phường Hòa Khê,Quận Thanh Khê,Thành phố Đà Nẵng
173,Quán Vân,None,None,None,'Dine-in';  'Takeout',,None,None,Phường Hòa Khê,Quận Thanh Khê,Thành phố Đà Nẵng
174,Mở bia,None,None,None,'Dine-in';  'Takeout';  'Delivery',,None,None,Phường Hòa Khê,Quận Thanh Khê,Thành phố Đà Nẵng
175,Cafe 1983,None,None,None,'Dine-in',,None,None,Phường Hòa Khê,Quận Thanh Khê,Thành phố Đà Nẵng
176,Nhà hàng Sophia,4.0,(117),None,'Dine-in';  'Takeout';  'Delivery','Open';  ' ⋅ Closes 11\u202fPM',Vietnamese,527 Nguyễn Tất Thành,Phường Hòa Khê,Quận Thanh Khê,Thành phố Đà Nẵng
177,Bảo Trân Quán,4.5,(2),None,'Dine-in';  'Takeout',,None,None,Phường Hòa Khê,Quận Thanh Khê,Thành phố Đà Nẵng
178,SuBo quán,None,None,None,'Dine-in';  'Takeout',,None,None,Phường Hòa Khê,Quận Thanh Khê,Thành phố Đà Nẵng
179,Nhà Hàng Đầm Sen,None,None,None,'Dine-in';  'Takeout',,None,None,Phường Hòa Khê,Quận Thanh Khê,Thành phố Đà Nẵng
180,A-Z.Kitchen,None,None,None,'Dine-in';  'Takeout',,None,None,Phường Tân Chính,Quận Thanh Khê,Thành phố Đà Nẵng
181,Đặng Gia Restaurant,5.0,(1),None,'Dine-in';  'Takeout';  'No-contact delivery','Open';  ' ⋅ Closes 11\u202fPM',Restaurant,555 Nguyễn Tất Thành,Phường Tân Chính,Quận Thanh Khê,Thành phố Đà Nẵng
182,Quán Ăn Su Bo,4.0,(2),None,'Dine-in';  'Takeout';  'Delivery',,None,None,Phường Tân Chính,Quận Thanh Khê,Thành phố Đà Nẵng
183,Mr. RÂU,4.8,(18),None,'Dine-in';  'Takeout';  'Delivery','Open';  ' ⋅ Closes 12\u202fAM',Beer Garden,535 Nguyễn Tất Thành,Phường Tân Chính,Quận Thanh Khê,Thành phố Đà Nẵng
184,Nha Hang Phu Mi Thanh,3.6,(7),None,'Dine-in';  'Takeout',,None,None,Phường Tân Chính,Quận Thanh Khê,Thành phố Đà Nẵng
185,Mệ Xí Restaurant,None,None,None,'Dine-in',,None,None,Phường Tân Chính,Quận Thanh Khê,Thành phố Đà Nẵng
186,Cafe Bobo,5.0,(2),None,'Dine-in',,None,None,Phường Tân Chính,Quận Thanh Khê,Thành phố Đà Nẵng
187,Nhậu,None,None,None,'Dine-in';  'Takeout';  'Delivery',,None,None,Phường Tân Chính,Quận Thanh Khê,Thành phố Đà Nẵng
188,Ba Loi Restaurant,5.0,(1),None,'Dine-in';  'Takeout';  'Delivery','Open now',Restaurant,"79, Dinh Tien Hoang Street, Tam Thuan Ward, Thanh Khe District",Phường Tân Chính,Quận Thanh Khê,Thành phố Đà Nẵng
189,Quán Ánh Tuyết,None,None,None,'Dine-in';  'Takeout',,None,None,Phường Tân Chính,Quận Thanh Khê,Thành phố Đà Nẵng
190,Quán Nhậu A. Cường,None,None,None,'Dine-in';  'Takeout',,None,None,Phường Tân Chính,Quận Thanh Khê,Thành phố Đà Nẵng
191,Sirô Quân,None,None,None,'Dine-in';  'Takeout','Open now',Restaurant,"36F4+M72, K222 Trần Cao Vân",Phường Tân Chính,Quận Thanh Khê,Thành phố Đà Nẵng
192,Phu My Thanh Restaurant - Nhà hàng Phú Mỹ Thành,4.0,(247),None,'Dine-in','Open';  ' ⋅ Closes 9\u202fPM',Vietnamese,417 Nguyễn Tất Thành,Phường Tân Chính,Quận Thanh Khê,Thành phố Đà Nẵng
193,Quán Vân,None,None,None,'Dine-in';  'Takeout',,None,None,Phường Tân Chính,Quận Thanh Khê,Thành phố Đà Nẵng
194,Mở bia,None,None,None,'Dine-in';  'Takeout';  'Delivery',,None,None,Phường Tân Chính,Quận Thanh Khê,Thành phố Đà Nẵng
195,Cafe 1983,None,None,None,'Dine-in',,None,None,Phường Tân Chính,Quận Thanh Khê,Thành phố Đà Nẵng
196,Nhà hàng Sophia,4.0,(117),None,'Dine-in';  'Takeout';  'Delivery','Open';  ' ⋅ Closes 11\u202fPM',Vietnamese,527 Nguyễn Tất Thành,Phường Tân Chính,Quận Thanh Khê,Thành phố Đà Nẵng
197,Bảo Trân Quán,4.5,(2),None,'Dine-in';  'Takeout',,None,None,Phường Tân Chính,Quận Thanh Khê,Thành phố Đà Nẵng
198,SuBo quán,None,None,None,'Dine-in';  'Takeout',,None,None,Phường Tân Chính,Quận Thanh Khê,Thành phố Đà Nẵng
199,Nhà Hàng Đầm Sen,None,None,None,'Dine-in';  'Takeout',,None,None,Phường Tân Chính,Quận Thanh Khê,Thành phố Đà Nẵng
200,Café 22,5.0,(2),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 10:30\u202fPM',Restaurant,"22 Đường Lê Đình Dương, Phường Phước Ninh, Quận Hải Châu, Thành Phố Đà Nẵng",Phường Hòa Khánh Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
201,Milo Dầm Cô Thân - 111 Lê Đình Dương,4.4,(14),None,'Dine-in';  'Drive-through';  'Delivery','Open';  ' ⋅ Closes 11\u202fPM',Restaurant,111 Đ. Lê Đình Dương,Phường Hòa Khánh Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
202,Samdi,4.4,(26),None,'Dine-in';  'Takeout','Open 24 hours',Restaurant,292 Phan Châu Trinh,Phường Hòa Khánh Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
203,Mua,4.7,(10),None,'Dine-in';  'Takeout';  'Delivery','Open';  ' ⋅ Closes 11\u202fPM',Restaurant,36 Đ. Lê Đình Dương,Phường Hòa Khánh Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
204,Cháo ếch Singapore NG - Đà Nẵng,4.5,(10),None,'Dine-in';  'Drive-through';  'No-contact delivery','Open 24 hours',Restaurant,số 141 đường Huỳnh Thúc Kháng,Phường Hòa Khánh Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
205,Quán Cô Hồng - Gỏi Cá Nam Ô,4.2,(235),None,'Dine-in';  'Takeout';  'Delivery','Open';  ' ⋅ Closes 9:30\u202fPM',Restaurant,118 Huỳnh Thúc Kháng,Phường Hòa Khánh Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
206,Kokogreen Phan Chau Trinh,4.2,(73),None,'Dine-in';  'Takeout';  'No-contact delivery','Open';  ' ⋅ Closes 9:30\u202fPM',Restaurant,234 Phan Châu Trinh,Phường Hòa Khánh Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
207,Bò Hàu Sốt Cay Chilli,4.2,(14),None,'Dine-in';  'Takeout';  'Delivery',,None,None,Phường Hòa Khánh Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
208,Cá Nục Cuốn Rau Muống,None,None,None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 10\u202fPM',Restaurant,118 Huỳnh Thúc Kháng,Phường Hòa Khánh Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
209,Xôi Thập Cẩm,None,None,None,'Dine-in';  'Takeout',,None,None,Phường Hòa Khánh Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
210,Cô Mây-Ẩm Thực Hà Nội,4.0,(1),None,'Dine-in';  'Takeout';  'Delivery','Open 24 hours',Family-friendly,101 Huỳnh Thúc Kháng,Phường Hòa Khánh Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
211,Ba Lu Restaurant,4.0,(6),None,'Dine-in';  'Takeout';  'Delivery','Open';  ' ⋅ Closes 9:30\u202fPM',Vietnamese,27 Huỳnh Thúc Kháng,Phường Hòa Khánh Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
212,Tiệm Ăn Đường Triều,4.2,(31),None,'Dine-in';  'Takeout';  'Delivery','Open';  ' ⋅ Closes 9:30\u202fPM',Bistro,200 Hoàng Diệu,Phường Hòa Khánh Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
213,Xuân cơm gà,4.7,(3),None,'Dine-in';  'Takeout';  'Delivery','Open';  ' ⋅ Closes 10\u202fPM',Restaurant,61 Huỳnh Thúc Kháng,Phường Hòa Khánh Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
214,Mì Quảng Bò,None,None,None,'Dine-in';  'Takeout',,None,None,Phường Hòa Khánh Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
215,Quán Bún Chả Cá,3.5,(2),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 10\u202fPM',Restaurant,"32 Đường Lê Đình Dương, Phường Phước Ninh, Quận Hải Châu, Thành phố Đà Nẵng",Phường Hòa Khánh Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
216,Quán Nhậu Kim Lan,4.3,(10),None,'Dine-in';  'Takeout','Open now',Restaurant,171 Đ. Lê Đình Dương,Phường Hòa Khánh Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
217,Tiệm Lẩu Bò Nhà Gỗ,3.1,(22),None,'Dine-in';  'Curbside pickup';  'No-contact delivery','Open';  ' ⋅ Closes 10\u202fPM',Hot Pot,121 Huỳnh Thúc Kháng,Phường Hòa Khánh Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
218,Ẩm Thực Lào SABAIDI,4.1,(24),None,'Dine-in';  'Takeout';  'Delivery','Open';  ' ⋅ Closes 10\u202fPM',Restaurant,116 Huỳnh Thúc Kháng,Phường Hòa Khánh Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
219,Gỏi cá Nam Ô A. Sinh,4.9,(63),None,'Dine-in';  'Curbside pickup';  'No-contact delivery','Open';  ' ⋅ Closes 10\u202fPM',Restaurant,130 Huỳnh Thúc Kháng,Phường Hòa Khánh Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
220,Café 22,5.0,(2),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 10:30\u202fPM',Restaurant,"22 Đường Lê Đình Dương, Phường Phước Ninh, Quận Hải Châu, Thành Phố Đà Nẵng",Phường Hòa Khánh Bắc,Quận Liên Chiểu,Thành phố Đà Nẵng
221,Milo Dầm Cô Thân - 111 Lê Đình Dương,4.4,(14),None,'Dine-in';  'Drive-through';  'Delivery','Open';  ' ⋅ Closes 11\u202fPM',Restaurant,111 Đ. Lê Đình Dương,Phường Hòa Khánh Bắc,Quận Liên Chiểu,Thành phố Đà Nẵng
222,Samdi,4.4,(26),None,'Dine-in';  'Takeout','Open 24 hours',Restaurant,292 Phan Châu Trinh,Phường Hòa Khánh Bắc,Quận Liên Chiểu,Thành phố Đà Nẵng
223,Mua,4.7,(10),None,'Dine-in';  'Takeout';  'Delivery','Open';  ' ⋅ Closes 11\u202fPM',Restaurant,36 Đ. Lê Đình Dương,Phường Hòa Khánh Bắc,Quận Liên Chiểu,Thành phố Đà Nẵng
224,Cháo ếch Singapore NG - Đà Nẵng,4.5,(10),None,'Dine-in';  'Drive-through';  'No-contact delivery','Open 24 hours',Restaurant,số 141 đường Huỳnh Thúc Kháng,Phường Hòa Khánh Bắc,Quận Liên Chiểu,Thành phố Đà Nẵng
225,Quán Cô Hồng - Gỏi Cá Nam Ô,4.2,(235),None,'Dine-in';  'Takeout';  'Delivery','Open';  ' ⋅ Closes 9:30\u202fPM',Restaurant,118 Huỳnh Thúc Kháng,Phường Hòa Khánh Bắc,Quận Liên Chiểu,Thành phố Đà Nẵng
226,Kokogreen Phan Chau Trinh,4.2,(73),None,'Dine-in';  'Takeout';  'No-contact delivery','Open';  ' ⋅ Closes 9:30\u202fPM',Restaurant,234 Phan Châu Trinh,Phường Hòa Khánh Bắc,Quận Liên Chiểu,Thành phố Đà Nẵng
227,Bò Hàu Sốt Cay Chilli,4.2,(14),None,'Dine-in';  'Takeout';  'Delivery',,None,None,Phường Hòa Khánh Bắc,Quận Liên Chiểu,Thành phố Đà Nẵng
228,Cá Nục Cuốn Rau Muống,None,None,None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 10\u202fPM',Restaurant,118 Huỳnh Thúc Kháng,Phường Hòa Khánh Bắc,Quận Liên Chiểu,Thành phố Đà Nẵng
229,Xôi Thập Cẩm,None,None,None,'Dine-in';  'Takeout',,None,None,Phường Hòa Khánh Bắc,Quận Liên Chiểu,Thành phố Đà Nẵng
230,Cô Mây-Ẩm Thực Hà Nội,4.0,(1),None,'Dine-in';  'Takeout';  'Delivery','Open 24 hours',Family-friendly,101 Huỳnh Thúc Kháng,Phường Hòa Khánh Bắc,Quận Liên Chiểu,Thành phố Đà Nẵng
231,Ba Lu Restaurant,4.0,(6),None,'Dine-in';  'Takeout';  'Delivery','Open';  ' ⋅ Closes 9:30\u202fPM',Vietnamese,27 Huỳnh Thúc Kháng,Phường Hòa Khánh Bắc,Quận Liên Chiểu,Thành phố Đà Nẵng
232,Tiệm Ăn Đường Triều,4.2,(31),None,'Dine-in';  'Takeout';  'Delivery','Open';  ' ⋅ Closes 9:30\u202fPM',Bistro,200 Hoàng Diệu,Phường Hòa Khánh Bắc,Quận Liên Chiểu,Thành phố Đà Nẵng
233,Xuân cơm gà,4.7,(3),None,'Dine-in';  'Takeout';  'Delivery','Open';  ' ⋅ Closes 10\u202fPM',Restaurant,61 Huỳnh Thúc Kháng,Phường Hòa Khánh Bắc,Quận Liên Chiểu,Thành phố Đà Nẵng
234,Mì Quảng Bò,None,None,None,'Dine-in';  'Takeout',,None,None,Phường Hòa Khánh Bắc,Quận Liên Chiểu,Thành phố Đà Nẵng
235,Quán Bún Chả Cá,3.5,(2),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 10\u202fPM',Restaurant,"32 Đường Lê Đình Dương, Phường Phước Ninh, Quận Hải Châu, Thành phố Đà Nẵng",Phường Hòa Khánh Bắc,Quận Liên Chiểu,Thành phố Đà Nẵng
236,Quán Nhậu Kim Lan,4.3,(10),None,'Dine-in';  'Takeout','Open now',Restaurant,171 Đ. Lê Đình Dương,Phường Hòa Khánh Bắc,Quận Liên Chiểu,Thành phố Đà Nẵng
237,Tiệm Lẩu Bò Nhà Gỗ,3.1,(22),None,'Dine-in';  'Curbside pickup';  'No-contact delivery','Open';  ' ⋅ Closes 10\u202fPM',Hot Pot,121 Huỳnh Thúc Kháng,Phường Hòa Khánh Bắc,Quận Liên Chiểu,Thành phố Đà Nẵng
238,Ẩm Thực Lào SABAIDI,4.1,(24),None,'Dine-in';  'Takeout';  'Delivery','Open';  ' ⋅ Closes 10\u202fPM',Restaurant,116 Huỳnh Thúc Kháng,Phường Hòa Khánh Bắc,Quận Liên Chiểu,Thành phố Đà Nẵng
239,Gỏi cá Nam Ô A. Sinh,4.9,(63),None,'Dine-in';  'Curbside pickup';  'No-contact delivery','Open';  ' ⋅ Closes 10\u202fPM',Restaurant,130 Huỳnh Thúc Kháng,Phường Hòa Khánh Bắc,Quận Liên Chiểu,Thành phố Đà Nẵng
240,Café 22,5.0,(2),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 10:30\u202fPM',Restaurant,"22 Đường Lê Đình Dương, Phường Phước Ninh, Quận Hải Châu, Thành Phố Đà Nẵng",Phường Hòa Hiệp Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
241,Milo Dầm Cô Thân - 111 Lê Đình Dương,4.4,(14),None,'Dine-in';  'Drive-through';  'Delivery','Open';  ' ⋅ Closes 11\u202fPM',Restaurant,111 Đ. Lê Đình Dương,Phường Hòa Hiệp Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
242,Samdi,4.4,(26),None,'Dine-in';  'Takeout','Open 24 hours',Restaurant,292 Phan Châu Trinh,Phường Hòa Hiệp Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
243,Mua,4.7,(10),None,'Dine-in';  'Takeout';  'Delivery','Open';  ' ⋅ Closes 11\u202fPM',Restaurant,36 Đ. Lê Đình Dương,Phường Hòa Hiệp Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
244,Cháo ếch Singapore NG - Đà Nẵng,4.5,(10),None,'Dine-in';  'Drive-through';  'No-contact delivery','Open 24 hours',Restaurant,số 141 đường Huỳnh Thúc Kháng,Phường Hòa Hiệp Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
245,Quán Cô Hồng - Gỏi Cá Nam Ô,4.2,(235),None,'Dine-in';  'Takeout';  'Delivery','Open';  ' ⋅ Closes 9:30\u202fPM',Restaurant,118 Huỳnh Thúc Kháng,Phường Hòa Hiệp Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
246,Kokogreen Phan Chau Trinh,4.2,(73),None,'Dine-in';  'Takeout';  'No-contact delivery','Open';  ' ⋅ Closes 9:30\u202fPM',Restaurant,234 Phan Châu Trinh,Phường Hòa Hiệp Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
247,Bò Hàu Sốt Cay Chilli,4.2,(14),None,'Dine-in';  'Takeout';  'Delivery',,None,None,Phường Hòa Hiệp Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
248,Cá Nục Cuốn Rau Muống,None,None,None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 10\u202fPM',Restaurant,118 Huỳnh Thúc Kháng,Phường Hòa Hiệp Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
249,Xôi Thập Cẩm,None,None,None,'Dine-in';  'Takeout',,None,None,Phường Hòa Hiệp Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
250,Cô Mây-Ẩm Thực Hà Nội,4.0,(1),None,'Dine-in';  'Takeout';  'Delivery','Open 24 hours',Family-friendly,101 Huỳnh Thúc Kháng,Phường Hòa Hiệp Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
251,Ba Lu Restaurant,4.0,(6),None,'Dine-in';  'Takeout';  'Delivery','Open';  ' ⋅ Closes 9:30\u202fPM',Vietnamese,27 Huỳnh Thúc Kháng,Phường Hòa Hiệp Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
252,Tiệm Ăn Đường Triều,4.2,(31),None,'Dine-in';  'Takeout';  'Delivery','Open';  ' ⋅ Closes 9:30\u202fPM',Bistro,200 Hoàng Diệu,Phường Hòa Hiệp Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
253,Xuân cơm gà,4.7,(3),None,'Dine-in';  'Takeout';  'Delivery','Open';  ' ⋅ Closes 10\u202fPM',Restaurant,61 Huỳnh Thúc Kháng,Phường Hòa Hiệp Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
254,Mì Quảng Bò,None,None,None,'Dine-in';  'Takeout',,None,None,Phường Hòa Hiệp Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
255,Quán Bún Chả Cá,3.5,(2),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 10\u202fPM',Restaurant,"32 Đường Lê Đình Dương, Phường Phước Ninh, Quận Hải Châu, Thành phố Đà Nẵng",Phường Hòa Hiệp Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
256,Quán Nhậu Kim Lan,4.3,(10),None,'Dine-in';  'Takeout','Open now',Restaurant,171 Đ. Lê Đình Dương,Phường Hòa Hiệp Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
257,Tiệm Lẩu Bò Nhà Gỗ,3.1,(22),None,'Dine-in';  'Curbside pickup';  'No-contact delivery','Open';  ' ⋅ Closes 10\u202fPM',Hot Pot,121 Huỳnh Thúc Kháng,Phường Hòa Hiệp Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
258,Ẩm Thực Lào SABAIDI,4.1,(24),None,'Dine-in';  'Takeout';  'Delivery','Open';  ' ⋅ Closes 10\u202fPM',Restaurant,116 Huỳnh Thúc Kháng,Phường Hòa Hiệp Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
259,Gỏi cá Nam Ô A. Sinh,4.9,(63),None,'Dine-in';  'Curbside pickup';  'No-contact delivery','Open';  ' ⋅ Closes 10\u202fPM',Restaurant,130 Huỳnh Thúc Kháng,Phường Hòa Hiệp Nam,Quận Liên Chiểu,Thành phố Đà Nẵng
260,Café 22,5.0,(2),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 10:30\u202fPM',Restaurant,"22 Đường Lê Đình Dương, Phường Phước Ninh, Quận Hải Châu, Thành Phố Đà Nẵng",Phường Hòa Minh,Quận Liên Chiểu,Thành phố Đà Nẵng
261,Milo Dầm Cô Thân - 111 Lê Đình Dương,4.4,(14),None,'Dine-in';  'Drive-through';  'Delivery','Open';  ' ⋅ Closes 11\u202fPM',Restaurant,111 Đ. Lê Đình Dương,Phường Hòa Minh,Quận Liên Chiểu,Thành phố Đà Nẵng
262,Samdi,4.4,(26),None,'Dine-in';  'Takeout','Open 24 hours',Restaurant,292 Phan Châu Trinh,Phường Hòa Minh,Quận Liên Chiểu,Thành phố Đà Nẵng
263,Mua,4.7,(10),None,'Dine-in';  'Takeout';  'Delivery','Open';  ' ⋅ Closes 11\u202fPM',Restaurant,36 Đ. Lê Đình Dương,Phường Hòa Minh,Quận Liên Chiểu,Thành phố Đà Nẵng
264,Cháo ếch Singapore NG - Đà Nẵng,4.5,(10),None,'Dine-in';  'Drive-through';  'No-contact delivery','Open 24 hours',Restaurant,số 141 đường Huỳnh Thúc Kháng,Phường Hòa Minh,Quận Liên Chiểu,Thành phố Đà Nẵng
265,Quán Cô Hồng - Gỏi Cá Nam Ô,4.2,(235),None,'Dine-in';  'Takeout';  'Delivery','Open';  ' ⋅ Closes 9:30\u202fPM',Restaurant,118 Huỳnh Thúc Kháng,Phường Hòa Minh,Quận Liên Chiểu,Thành phố Đà Nẵng
